"WB"	"min"	"max"	"value"	"n"	"Indicator"	"Unit"	"type"	"Kysttype"	"Salinitet"	"SalinityClass"	"Match"	"MatchValue"	"Region"	"Kvalitetselement"	"Indikator"	"NotUsed"	"Ref"	"HG"	"GM"	"MP"	"PB"	"Worst"	"ClassID"	"EQR"	"Class"
"0101030200-C"	105.761673798722	110.625442579891	108.408351960512	19	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030300-C"	102.164681097095	107.125266385882	103.870808020067	26	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030400-C"	99.9497549882096	105.409146453557	102.33625614183	23	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030600-C"	100.691343232487	103.021295788583	101.721683722757	6	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030700-C"	103.551795209392	103.746708687772	103.677350317494	3	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101040100-C"	93.7234991266486	94.1586984784416	93.8960906018032	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101040200-2-C"	93.1303301821934	94.5337949709946	93.5692561797881	20	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101040300-3-C"	101.268083642038	170.829787843683	126.76519628157	31	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101040300-4-C"	117.517839046007	123.980991877867	120.749415461937	2	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101040400-2-C"	104.580177382137	110.065186923809	107.046600741483	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101040500-C"	99.3097347891733	99.3097347891733	99.3097347891733	1	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000030-C"	96.2364775411199	112.021687839808	100.044037185389	131	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000031-C"	95.9890448966723	109.515288535129	99.6743479832712	116	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000032-1-C"	96.9168828846364	100.876402110196	98.4720824195854	11	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000032-2-C"	95.6369956905922	100.52385398779	97.1145637254864	62	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000033-1-C"	102.711239112897	124.957037229216	115.947816450998	25	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000033-2-C"	124.348248374596	137.38233961684	129.567747454571	17	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000034-1-C"	104.81315727984	122.173950848954	111.674387890897	36	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000035-C"	104.125761369641	107.386135492432	105.527844644396	10	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000036-C"	100.466708585118	103.846849216504	101.648819061076	20	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000037-1-C"	98.329197728232	100.547842400797	99.2456759506397	5	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000037-2-C"	100.448964708307	102.229940912697	101.358170107509	7	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000038-1-C"	108.620906631598	117.702894960896	112.41391068255	10	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000038-2-C"	115.011047373997	116.560507763638	115.785777568817	2	"TN_winter"	"[µg-N/l]"	""	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000200-C"	98.0287234113458	98.0287234113458	98.0287234113458	1	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000300-C"	126.91502244285	130.449800994959	128.472212219506	8	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000400-C"	124.473232483596	126.734940014528	125.786141202691	3	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110000701-C"	97.9906671556194	98.2064292082626	98.098548181941	2	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010100-C"	131.88596158617	137.051163512669	134.237651299895	6	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010200-C"	137.876074008727	144.639725910144	141.629713167769	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010300-C"	144.211929407013	169.316324062562	154.756880578661	17	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010402-C"	138.013877825791	144.245382566131	141.86781671074	4	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010500-C"	147.307568132208	158.897719543971	152.618381168065	4	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010600-C"	141.851903143893	162.823779759782	149.31284342589	8	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010701-C"	179.716742119093	264.282794588068	199.408902201159	29	"TN_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	398	559	800	NA	5	0.9	"High"
"0110010703-C"	177.552440171831	177.552440171831	177.552440171831	1	"TN_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	398	559	800	NA	5	0.9	"High"
"0110010801-C"	147.844986336955	176.715788209036	163.206891267041	12	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110010802-C"	133.617502769727	145.865894071172	141.021408370372	5	"TN_winter"	"[µg-N/l]"	""	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110020100-C"	104.581037124891	108.402266968502	106.458220871858	19	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110020200-C"	105.286079738917	105.286079738917	105.286079738917	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110020300-C"	98.6251006019249	99.5151997309053	99.1202659831958	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110020600-C"	98.6779521663537	104.103171445011	100.239735470461	10	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110020800-1-C"	98.6390678212884	101.669807182269	99.9721521795466	8	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110020800-2-C"	102.525571994567	102.525571994567	102.525571994567	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110021000-1-C"	102.248386002658	110.284729234288	106.177113342151	8	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110021000-2-C"	105.883432934793	105.883432934793	105.883432934793	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110021101-1-C"	111.842446477226	131.26174881753	116.957180848282	21	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	261	385	553	800	NA	5	0.9	"High"
"0110021101-2-C"	111.533696892556	111.533696892556	111.533696892556	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0110021200-C"	101.603372289893	103.33420558458	102.458896513735	3	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000030-C"	94.8571504689334	103.439892549193	96.0395235403647	84	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000031-1-C"	93.617995069268	95.6310433109155	94.2640850047829	96	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000031-2-C"	93.6559112848861	93.9806668088677	93.8184864822398	8	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000031-3-C"	93.2753408892771	93.3931065945143	93.3342237418957	2	"TN_winter"	"[µg-N/l]"	""	"Moderat eksponert kyst"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000032-3-C"	93.690663884195	114.32286620408	96.3104045934509	98	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000032-4-C"	94.2279198839423	94.2279198839423	94.2279198839423	1	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000033-C"	93.9857423064414	93.9857423064414	93.9857423064414	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120000034-C"	104.480303582181	138.151634462764	115.656319615546	14	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120010101-1-C"	93.7186240882016	93.7186240882016	93.7186240882016	1	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	261	385	553	800	NA	5	0.9	"High"
"0120010101-2-C"	93.6595555530505	93.7105318401637	93.6819636580649	4	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120010102-C"	93.7680105412944	94.1044206351377	93.9266135116641	4	"TN_winter"	"[µg-N/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120010201-C"	93.761881292536	94.7907038377912	94.1654130426198	11	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	261	385	553	800	NA	5	0.9	"High"
"0120010300-1-C"	94.1998837717463	94.1998837717463	94.1998837717463	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120010300-4-C"	94.2894069425176	95.4499062688163	94.7649801844515	12	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120010400-C"	101.092404151231	107.512217382367	105.271122112703	4	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120010502-1-C"	114.048811537496	147.187318533994	127.124639882577	6	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	261	385	553	800	NA	5	0.9	"High"
"0120020100-1-C"	94.1957920803113	94.6595443500562	94.445633812165	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020100-2-C"	94.0620260988728	94.0874623555816	94.0749620694793	4	"TN_winter"	"[µg-N/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020201-C"	93.1458873855934	93.3465796749244	93.2536451575461	7	"TN_winter"	"[µg-N/l]"	""	"Beskyttet kyst/fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020203-C"	93.3463125336036	93.3463125336036	93.3463125336036	1	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020300-C"	93.1223825497574	93.1223825497574	93.1223825497574	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020400-1-C"	93.0802126252249	93.5323846581277	93.2928130398975	4	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020400-2-C"	92.9888619947969	93.1135117552254	93.0511868750112	2	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120020600-C"	93.3476025977831	93.4573339612297	93.3897860487749	3	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030100-C"	93.3683717759807	93.3748819158318	93.3716268459063	2	"TN_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030201-1-C"	93.4689482517457	93.6092529136143	93.53910058268	2	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030201-2-C"	93.4047119965714	93.8936687480198	93.5632957273655	8	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030203-1-C"	98.7680745392703	98.7680745392703	98.7680745392703	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030203-2-C"	94.6963369069474	97.3348018346208	96.4128311859088	4	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030204-C"	101.223091125488	114.200043378251	105.332232658783	4	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030500-1-C"	105.197909076562	170.730969482593	139.262689324711	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030500-2-C"	103.360103928641	103.360103928641	103.360103928641	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0120030600-1-C"	99.3955241696218	99.3955241696218	99.3955241696218	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0121000030-C"	95.1966939133205	101.387033275004	96.1594654248746	126	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
