"WB";"Indicator";"Period";"scenario";"Value";"Type";"Salinity";"Kvalitetselement";"Indikator";"IndikatorDesc";"Ref";"HG";"GM";"MP";"PB";"Worst";"EQR";"Status";"QEtype"
"0101000030-1-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.31997116655111;"S1";23.4465775092443;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";0.99;1.25;1.57;3.19;5.5;9.48;0.756268020905554;"Good";"Bio"
"0101000030-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.45670127868652;"S1";20.4892783694797;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";0.99;1.25;1.57;3.19;5.5;9.48;0.670811700820923;"Good";"Bio"
"0101000031-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.1765000489023;"S1";16.9584894180298;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";0.99;1.25;1.57;3.19;5.5;9.48;0.856538423921308;"High";"Bio"
"0101000032-3-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.06937649250031;"S1";20.8231052398682;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";0.99;1.25;1.57;3.19;5.5;9.48;0.93894115961515;"High";"Bio"
"0101000032-4-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.38656415541967;"S1";24.4038530985514;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";0.99;1.25;1.57;3.19;5.5;9.48;0.714647402862708;"Good";"Bio"
"0101010301-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.37276923656464;"S3";26.115686416626;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;0.998461535241869;"High";"Bio"
"0101010401-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.34251752921513;"S3";24.1055594852992;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101010406-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.37249761819839;"S3";25.6459484100342;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;0.998612434334225;"High";"Bio"
"0101010408-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.32543328404427;"S3";27.1785802841187;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101010500-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.42523145675659;"S1";22.2472705841064;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";0.99;1.25;1.57;3.19;5.5;9.48;0.69048033952713;"Good";"Bio"
"0101020101-1-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.956169378757477;"S2";21.1734554290771;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101020101-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.75122396151225;"S2";17.9952427546183;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;0.658103552051619;"Good";"Bio"
"0101020200-1-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.927073210477829;"S2";21.317111492157;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101020200-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.907144069671631;"S2";22.3444995880127;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101020300-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.83239225546519;"S2";22.669451713562;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101020500-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.771701633930206;"S3";21.4814767837524;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101020601-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.758392527699471;"S2";22.4822130203247;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101020701-5-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.661067461967468;"S3";21.6048976898193;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101020702-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.659041941165924;"S3";22.3713912963867;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101020802-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.642527967691422;"S3";19.8220729827881;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101020900-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.742382943630219;"S3";22.6121215820312;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101021000-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.698703587055206;"S3";20.9340257644653;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101030102-2-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.964892009894053;"S2";20.4080816904704;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101030200-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.6986893415451;"S3";12.9558982849121;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;0.81739481025272;"High";"Bio"
"0101030400-C";"Chl_summer";"2017-2019";"DINRA80-J10";1.92177633444468;"S2";15.9988009134928;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;0.590031064660461;"Mod";"Bio"
"0101040100-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.914017856121063;"S3";21.7547855377197;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.37;1.73;2.4;4.03;5.96;8.81;1;"High";"Bio"
"0101040300-3-C";"Chl_summer";"2017-2019";"DINRA80-J10";0.824106484651566;"S2";22.9239540100098;"Planteplankton";"Klfa sommer";"Klorofyll a, sommer (µg/l)";1.15;1.51;1.85;3.29;6.05;11.13;1;"High";"Bio"
"0101000030-1-C";"DO_bot";"2017-2019";"baseline";3.94069602092107;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.688139204184214;"Good";"Sup"
"0101000030-2-C";"DO_bot";"2017-2019";"baseline";3.36037498050266;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.572074996100532;"Mod";"Sup"
"0101000031-C";"DO_bot";"2017-2019";"baseline";2.41895914077759;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.383791828155518;"Poor";"Sup"
"0101000032-3-C";"DO_bot";"2017-2019";"baseline";3.77837662696838;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.655675325393677;"Good";"Sup"
"0101000032-4-C";"DO_bot";"2017-2019";"baseline";4.35363338390986;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.770726676781972;"Good";"Sup"
"0101010301-C";"DO_bot";"2017-2019";"baseline";4.00546264648438;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.701092529296875;"Good";"Sup"
"0101010401-C";"DO_bot";"2017-2019";"baseline";4.01124010767256;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.702248021534511;"Good";"Sup"
"0101010405-C";"DO_bot";"2017-2019";"baseline";3.84013243516286;"S5";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.668026487032573;"Good";"Sup"
"0101010406-C";"DO_bot";"2017-2019";"baseline";3.93292391300201;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.686584782600403;"Good";"Sup"
"0101010408-C";"DO_bot";"2017-2019";"baseline";4.46663892269135;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.793327784538269;"Good";"Sup"
"0101010500-C";"DO_bot";"2017-2019";"baseline";2.92293977737427;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.484587955474854;"Mod";"Sup"
"0101020101-1-C";"DO_bot";"2017-2019";"baseline";3.30626540184021;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.561253080368042;"Mod";"Sup"
"0101020101-2-C";"DO_bot";"2017-2019";"baseline";4.59498829311795;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.81266510574906;"High";"Sup"
"0101020200-1-C";"DO_bot";"2017-2019";"baseline";3.94773107767105;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.68954621553421;"Good";"Sup"
"0101020200-2-C";"DO_bot";"2017-2019";"baseline";2.0869607925415;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.317392158508301;"Poor";"Sup"
"0101020300-2-C";"DO_bot";"2017-2019";"baseline";2.67745484908422;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.435490969816844;"Mod";"Sup"
"0101020500-C";"DO_bot";"2017-2019";"baseline";2.70466327667236;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.440932655334473;"Mod";"Sup"
"0101020601-C";"DO_bot";"2017-2019";"baseline";2.0355562120676;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.307111242413521;"Poor";"Sup"
"0101020701-5-C";"DO_bot";"2017-2019";"baseline";1.57318741083145;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.21463748216629;"Poor";"Sup"
"0101020702-2-C";"DO_bot";"2017-2019";"baseline";1.84350478649139;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.268700957298279;"Poor";"Sup"
"0101020801-C";"DO_bot";"2017-2019";"baseline";0.697141140699387;"S5";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.0929521520932516;"Bad";"Sup"
"0101020802-C";"DO_bot";"2017-2019";"baseline";1.18199974298477;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.157599965731303;"Bad";"Sup"
"0101020900-C";"DO_bot";"2017-2019";"baseline";0.448811396956444;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.0598415195941925;"Bad";"Sup"
"0101021000-2-C";"DO_bot";"2017-2019";"baseline";1.22010043263435;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.16268005768458;"Bad";"Sup"
"0101030102-2-C";"DO_bot";"2017-2019";"baseline";4.78362941741943;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.837817255655924;"High";"Sup"
"0101030200-C";"DO_bot";"2017-2019";"baseline";3.65808820724487;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.631617641448975;"Good";"Sup"
"0101030400-C";"DO_bot";"2017-2019";"baseline";4.83677705128988;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.84490360683865;"High";"Sup"
"0101040100-C";"DO_bot";"2017-2019";"baseline";2.92894721031189;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.485789442062378;"Mod";"Sup"
"0101040300-3-C";"DO_bot";"2017-2019";"baseline";2.51473665237427;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.402947330474854;"Mod";"Sup"
"0101000030-1-C";"DO_bot";"2017-2019";"DIN100pc";3.95412488281727;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.690824976563454;"Good";"Sup"
"0101000030-2-C";"DO_bot";"2017-2019";"DIN100pc";3.39695316553116;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.579390633106232;"Mod";"Sup"
"0101000031-C";"DO_bot";"2017-2019";"DIN100pc";2.51656628979577;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.403313257959154;"Mod";"Sup"
"0101000032-3-C";"DO_bot";"2017-2019";"DIN100pc";3.79837136268616;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.659674272537231;"Good";"Sup"
"0101000032-4-C";"DO_bot";"2017-2019";"DIN100pc";4.39113140106201;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.778226280212402;"Good";"Sup"
"0101010301-C";"DO_bot";"2017-2019";"DIN100pc";4.02930164337158;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.705860328674316;"Good";"Sup"
"0101010401-C";"DO_bot";"2017-2019";"DIN100pc";4.02480353627886;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.704960707255772;"Good";"Sup"
"0101010405-C";"DO_bot";"2017-2019";"DIN100pc";3.85115619500478;"S5";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.670231239000956;"Good";"Sup"
"0101010406-C";"DO_bot";"2017-2019";"DIN100pc";3.94531655311584;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.689063310623169;"Good";"Sup"
"0101010408-C";"DO_bot";"2017-2019";"DIN100pc";4.48783856630325;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.797567713260651;"Good";"Sup"
"0101010500-C";"DO_bot";"2017-2019";"DIN100pc";2.93141579627991;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.486283159255981;"Mod";"Sup"
"0101020101-1-C";"DO_bot";"2017-2019";"DIN100pc";3.35017490386963;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.570034980773926;"Mod";"Sup"
"0101020101-2-C";"DO_bot";"2017-2019";"DIN100pc";4.66074885262383;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.821433180349844;"High";"Sup"
"0101020200-1-C";"DO_bot";"2017-2019";"DIN100pc";3.9977770447731;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.69955540895462;"Good";"Sup"
"0101020200-2-C";"DO_bot";"2017-2019";"DIN100pc";2.14105981588364;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.328211963176727;"Poor";"Sup"
"0101020300-2-C";"DO_bot";"2017-2019";"DIN100pc";2.74296353260676;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.448592706521352;"Mod";"Sup"
"0101020500-C";"DO_bot";"2017-2019";"DIN100pc";2.82622277736664;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.465244555473328;"Mod";"Sup"
"0101020601-C";"DO_bot";"2017-2019";"DIN100pc";2.15598014742136;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.331196029484272;"Poor";"Sup"
"0101020701-5-C";"DO_bot";"2017-2019";"DIN100pc";1.67112447023392;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.234224894046783;"Poor";"Sup"
"0101020702-2-C";"DO_bot";"2017-2019";"DIN100pc";1.86924743652344;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.273849487304688;"Poor";"Sup"
"0101020801-C";"DO_bot";"2017-2019";"DIN100pc";0.763890316088994;"S5";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.101852042145199;"Bad";"Sup"
"0101020802-C";"DO_bot";"2017-2019";"DIN100pc";1.30067831277847;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.17342377503713;"Bad";"Sup"
"0101020900-C";"DO_bot";"2017-2019";"DIN100pc";0.518754810094833;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.0691673080126445;"Bad";"Sup"
"0101021000-2-C";"DO_bot";"2017-2019";"DIN100pc";1.30108047649264;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.173477396865686;"Bad";"Sup"
"0101030102-2-C";"DO_bot";"2017-2019";"DIN100pc";4.81730461120605;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.842307281494141;"High";"Sup"
"0101030200-C";"DO_bot";"2017-2019";"DIN100pc";3.77590608596802;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.655181217193604;"Good";"Sup"
"0101030400-C";"DO_bot";"2017-2019";"DIN100pc";4.96810626983643;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.862414169311523;"High";"Sup"
"0101040100-C";"DO_bot";"2017-2019";"DIN100pc";2.9887228012085;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.497744560241699;"Mod";"Sup"
"0101040300-3-C";"DO_bot";"2017-2019";"DIN100pc";2.60407304763794;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.420814609527588;"Mod";"Sup"
"0101000030-1-C";"DO_bot";"2017-2019";"DIP100pc";3.94377972682317;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.688755945364634;"Good";"Sup"
"0101000030-2-C";"DO_bot";"2017-2019";"DIP100pc";3.36448239617878;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.572896479235755;"Mod";"Sup"
"0101000031-C";"DO_bot";"2017-2019";"DIP100pc";2.42677235603333;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.385354471206665;"Poor";"Sup"
"0101000032-3-C";"DO_bot";"2017-2019";"DIP100pc";3.78014807701111;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.656029615402222;"Good";"Sup"
"0101000032-4-C";"DO_bot";"2017-2019";"DIP100pc";4.35598768790563;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.771197537581126;"Good";"Sup"
"0101010301-C";"DO_bot";"2017-2019";"DIP100pc";4.00767993927002;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.701535987854004;"Good";"Sup"
"0101010401-C";"DO_bot";"2017-2019";"DIP100pc";4.01492653574262;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.702985307148525;"Good";"Sup"
"0101010405-C";"DO_bot";"2017-2019";"DIP100pc";3.8435659011205;"S5";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.668713180224101;"Good";"Sup"
"0101010406-C";"DO_bot";"2017-2019";"DIP100pc";3.93505120277405;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.68701024055481;"Good";"Sup"
"0101010408-C";"DO_bot";"2017-2019";"DIP100pc";4.46958130598068;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.793916261196137;"Good";"Sup"
"0101010500-C";"DO_bot";"2017-2019";"DIP100pc";2.91823506355286;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.483647012710571;"Mod";"Sup"
"0101020101-1-C";"DO_bot";"2017-2019";"DIP100pc";3.3058691740036;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.56117383480072;"Mod";"Sup"
"0101020101-2-C";"DO_bot";"2017-2019";"DIP100pc";4.59854918056064;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.813139890741419;"High";"Sup"
"0101020200-1-C";"DO_bot";"2017-2019";"DIP100pc";3.94289511442184;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.688579022884369;"Good";"Sup"
"0101020200-2-C";"DO_bot";"2017-2019";"DIP100pc";2.08354562520981;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.316709125041962;"Poor";"Sup"
"0101020300-2-C";"DO_bot";"2017-2019";"DIP100pc";2.68222906192144;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.436445812384288;"Mod";"Sup"
"0101020500-C";"DO_bot";"2017-2019";"DIP100pc";2.71311783790588;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.442623567581177;"Mod";"Sup"
"0101020601-C";"DO_bot";"2017-2019";"DIP100pc";2.03406482934952;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.306812965869904;"Poor";"Sup"
"0101020701-5-C";"DO_bot";"2017-2019";"DIP100pc";1.57420899868011;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.214841799736023;"Poor";"Sup"
"0101020702-2-C";"DO_bot";"2017-2019";"DIP100pc";1.84187364578247;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.268374729156494;"Poor";"Sup"
"0101020801-C";"DO_bot";"2017-2019";"DIP100pc";0.700945993264516;"S5";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.0934594657686022;"Bad";"Sup"
"0101020802-C";"DO_bot";"2017-2019";"DIP100pc";1.17880296707153;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.157173728942871;"Bad";"Sup"
"0101020900-C";"DO_bot";"2017-2019";"DIP100pc";0.449658244848251;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.0599544326464335;"Bad";"Sup"
"0101021000-2-C";"DO_bot";"2017-2019";"DIP100pc";1.22278967872262;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.163038623829683;"Bad";"Sup"
"0101030102-2-C";"DO_bot";"2017-2019";"DIP100pc";4.79055213928223;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.83874028523763;"High";"Sup"
"0101030200-C";"DO_bot";"2017-2019";"DIP100pc";3.67284607887268;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.634569215774536;"Good";"Sup"
"0101030400-C";"DO_bot";"2017-2019";"DIP100pc";4.85240014394124;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.846986685858832;"High";"Sup"
"0101040100-C";"DO_bot";"2017-2019";"DIP100pc";2.93156147003174;"S3";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.486312294006348;"Mod";"Sup"
"0101040300-3-C";"DO_bot";"2017-2019";"DIP100pc";2.51613348722458;"S2";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.403226697444916;"Mod";"Sup"
"0101000030-1-C";"DO_bot";"2017-2019";"DINP100pc";3.95434385538101;"S1";NA;"Fysisk-kjemiske";"Oksygen";"Oksygen (ml O2/l)";6;4.5;3.5;2.5;1.5;0;0.690868771076202;"Good";"Sup"
