"WB";"Indicator";"Period";"scenario";"Value";"Type";"Salinity";"Kvalitetselement";"Indikator";"IndikatorDesc";"Ref";"HG";"GM";"MP";"PB";"Worst";"EQR";"Status";"QEtype"
"0101010401-C";"NH4_summer";"2017-2019";"DIN100pc";0.892233746392386;"S3";24.1055594852992;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101010405-C";"NH4_summer";"2017-2019";"DIN100pc";0.724581996599833;"S5";22.4320472081502;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101010406-C";"NH4_summer";"2017-2019";"DIN100pc";1.00308600068092;"S3";25.6459484100342;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101010408-C";"NH4_summer";"2017-2019";"DIN100pc";0.790346965193748;"S3";27.1785802841187;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101010500-C";"NH4_summer";"2017-2019";"DIN100pc";1.15487515926361;"S1";22.2472705841064;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020101-1-C";"NH4_summer";"2017-2019";"DIN100pc";0.6743368268013;"S2";21.1734554290771;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020101-2-C";"NH4_summer";"2017-2019";"DIN100pc";2.7601353459888;"S2";17.9952427546183;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020200-1-C";"NH4_summer";"2017-2019";"DIN100pc";0.737187042832375;"S2";21.317111492157;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020200-2-C";"NH4_summer";"2017-2019";"DIN100pc";0.648178607225418;"S2";22.3444995880127;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020300-2-C";"NH4_summer";"2017-2019";"DIN100pc";0.634064306815465;"S2";22.669451713562;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020500-C";"NH4_summer";"2017-2019";"DIN100pc";0.654046297073364;"S3";21.4814767837524;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020601-C";"NH4_summer";"2017-2019";"DIN100pc";0.687488943338394;"S2";22.4822130203247;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020701-5-C";"NH4_summer";"2017-2019";"DIN100pc";0.706023037433624;"S3";21.6048976898193;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020702-2-C";"NH4_summer";"2017-2019";"DIN100pc";0.732755303382874;"S3";22.3713912963867;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020801-C";"NH4_summer";"2017-2019";"DIN100pc";0.707656145095825;"S5";22.392344156901;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020802-C";"NH4_summer";"2017-2019";"DIN100pc";0.720830529928207;"S3";19.8220729827881;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020900-C";"NH4_summer";"2017-2019";"DIN100pc";0.649830520153046;"S3";22.6121215820312;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101021000-2-C";"NH4_summer";"2017-2019";"DIN100pc";0.702120751142502;"S3";20.9340257644653;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101030102-2-C";"NH4_summer";"2017-2019";"DIN100pc";0.822874387105306;"S2";20.4080816904704;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101030200-C";"NH4_summer";"2017-2019";"DIN100pc";6.37216472625732;"S3";12.9558982849121;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;0.906208328480227;"High";"Sup"
"0101030400-C";"NH4_summer";"2017-2019";"DIN100pc";5.64667129516602;"S2";15.9988009134928;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;0.930843079960407;"High";"Sup"
"0101040100-C";"NH4_summer";"2017-2019";"DIN100pc";0.636748969554901;"S3";21.7547855377197;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101040300-3-C";"NH4_summer";"2017-2019";"DIN100pc";0.632674664258957;"S2";22.9239540100098;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101000030-1-C";"NH4_winter";"2017-2019";"DIN100pc";9.90934938192368;"S1";26.6819048325221;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.950949424922633;"High";"Sup"
"0101000030-2-C";"NH4_winter";"2017-2019";"DIN100pc";9.90259864595201;"S1";25.6407607396444;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.951093138069369;"High";"Sup"
"0101000031-C";"NH4_winter";"2017-2019";"DIN100pc";10.7851702372233;"S1";21.4721761279636;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.932304499151549;"High";"Sup"
"0101000032-3-C";"NH4_winter";"2017-2019";"DIN100pc";10.2651882171631;"S1";28.1673568725586;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.943374144396528;"High";"Sup"
"0101000032-4-C";"NH4_winter";"2017-2019";"DIN100pc";9.86936481793722;"S1";27.3023282686869;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.951800636929068;"High";"Sup"
"0101010301-C";"NH4_winter";"2017-2019";"DIN100pc";10.0741939544678;"S3";28.0743865966797;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.947440128700406;"High";"Sup"
"0101010401-C";"NH4_winter";"2017-2019";"DIN100pc";9.7696339743478;"S3";25.6081357683454;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.953923758529291;"High";"Sup"
"0101010405-C";"NH4_winter";"2017-2019";"DIN100pc";9.90538644790649;"S5";25.9036944707235;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.951033789904512;"High";"Sup"
"0101010406-C";"NH4_winter";"2017-2019";"DIN100pc";9.63452196121216;"S3";26.4971237182617;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.956800092702486;"High";"Sup"
"0101010408-C";"NH4_winter";"2017-2019";"DIN100pc";9.84252834320068;"S3";27.3294334411621;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.952371945634943;"High";"Sup"
"0101010500-C";"NH4_winter";"2017-2019";"DIN100pc";9.450270652771;"S1";25.8770866394043;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.960722529520842;"High";"Sup"
"0101020101-1-C";"NH4_winter";"2017-2019";"DIN100pc";10.311212348938;"S2";29.0606990814209;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.942394358958183;"High";"Sup"
"0101020101-2-C";"NH4_winter";"2017-2019";"DIN100pc";9.8252034717136;"S2";22.6346121893989;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.952740766428506;"High";"Sup"
"0101020200-1-C";"NH4_winter";"2017-2019";"DIN100pc";10.3022465705872;"S2";29.2162094116211;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.942585227068733;"High";"Sup"
"0101020200-2-C";"NH4_winter";"2017-2019";"DIN100pc";10.5575885772705;"S2";28.9006271362305;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.937149374825614;"High";"Sup"
"0101020300-2-C";"NH4_winter";"2017-2019";"DIN100pc";10.9429095586141;"S2";29.4240471522013;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.928946463177963;"High";"Sup"
"0101020500-C";"NH4_winter";"2017-2019";"DIN100pc";11.2681927680969;"S3";29.6599836349487;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.922021666561522;"High";"Sup"
"0101020601-C";"NH4_winter";"2017-2019";"DIN100pc";10.9559288024902;"S2";28.689670085907;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.92866930280413;"High";"Sup"
"0101020701-5-C";"NH4_winter";"2017-2019";"DIN100pc";11.8381769180298;"S3";29.2404670715332;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.909887550204408;"High";"Sup"
"0101020702-2-C";"NH4_winter";"2017-2019";"DIN100pc";12.2703046798706;"S3";29.6122341156006;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.900688191689029;"High";"Sup"
"0101020801-C";"NH4_winter";"2017-2019";"DIN100pc";11.7493155797323;"S5";28.9623076121012;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.911779276173767;"High";"Sup"
"0101020802-C";"NH4_winter";"2017-2019";"DIN100pc";11.8358187675476;"S3";28.7139873504639;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.909937751727278;"High";"Sup"
"0101020900-C";"NH4_winter";"2017-2019";"DIN100pc";11.3037705421448;"S3";28.5028829574585;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.921264268570587;"High";"Sup"
"0101021000-2-C";"NH4_winter";"2017-2019";"DIN100pc";11.7682813405991;"S3";28.9922230243683;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.911375523281365;"High";"Sup"
"0101030102-2-C";"NH4_winter";"2017-2019";"DIN100pc";9.98816776275635;"S2";29.2805067698161;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.949271498607988;"High";"Sup"
"0101030200-C";"NH4_winter";"2017-2019";"DIN100pc";10.0813226699829;"S3";13.8941135406494;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.947288368930336;"High";"Sup"
"0101030400-C";"NH4_winter";"2017-2019";"DIN100pc";10.1075042088827;"S2";16.8814846674601;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.946731002836112;"High";"Sup"
"0101040100-C";"NH4_winter";"2017-2019";"DIN100pc";10.4619989395142;"S3";29.5804100036621;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.939184336301659;"High";"Sup"
"0101040300-3-C";"NH4_winter";"2017-2019";"DIN100pc";10.9355902671814;"S2";29.9101839065552;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.92910228002639;"High";"Sup"
"0101000030-1-C";"PO4_summer";"2017-2019";"DIN100pc";4.02766481041908;"S1";23.4465775092443;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.76984772511891;"Good";"Sup"
"0101000030-2-C";"PO4_summer";"2017-2019";"DIN100pc";3.50127834743924;"S1";20.4892783694797;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.799926951574901;"Good";"Sup"
"0101000031-C";"PO4_summer";"2017-2019";"DIN100pc";3.80237788624234;"S1";16.9584894180298;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.70135802227062;3.37982570208036;6.71959330485417;15.3190123117887;47.6766302402203;148.442676445154;0.774695713329812;"Good";"Sup"
"0101000032-3-C";"PO4_summer";"2017-2019";"DIN100pc";3.57326464653015;"S1";20.8231052398682;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.795813448769706;"Good";"Sup"
"0101000032-4-C";"PO4_summer";"2017-2019";"DIN100pc";3.93500286340714;"S1";24.4038530985514;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.775142693519592;"Good";"Sup"
"0101010301-C";"PO4_summer";"2017-2019";"DIN100pc";4.22316265106201;"S3";26.115686416626;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.758676419939314;"Good";"Sup"
"0101010401-C";"PO4_summer";"2017-2019";"DIN100pc";4.10254750932966;"S3";24.1055594852992;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.765568713752591;"Good";"Sup"
"0101010405-C";"PO4_summer";"2017-2019";"DIN100pc";4.14796272913615;"S5";22.4320472081502;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.762973558335077;"Good";"Sup"
"0101010406-C";"PO4_summer";"2017-2019";"DIN100pc";4.14128613471985;"S3";25.6459484100342;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.763355078016009;"Good";"Sup"
"0101010408-C";"PO4_summer";"2017-2019";"DIN100pc";4.08771985769272;"S3";27.1785802841187;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.766416008131845;"Good";"Sup"
"0101010500-C";"PO4_summer";"2017-2019";"DIN100pc";3.38685584068298;"S1";22.2472705841064;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.812930761064802;"High";"Sup"
"0101020101-1-C";"PO4_summer";"2017-2019";"DIN100pc";2.85544271469116;"S2";21.1734554290771;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.873663689749582;"High";"Sup"
"0101020101-2-C";"PO4_summer";"2017-2019";"DIN100pc";3.82138646973504;"S2";17.9952427546183;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.74977782095745;3.49945108707135;6.99871920316647;15.9968894934043;49.9893876833793;156.214338956735;0.781599844768514;"Good";"Sup"
"0101020200-1-C";"PO4_summer";"2017-2019";"DIN100pc";2.53660386800766;"S2";21.317111492157;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.910102415084839;"High";"Sup"
"0101020200-2-C";"PO4_summer";"2017-2019";"DIN100pc";2.70351386070251;"S2";22.3444995880127;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.891026987348284;"High";"Sup"
"0101020300-2-C";"PO4_summer";"2017-2019";"DIN100pc";2.95066622893016;"S2";22.669451713562;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.862781002407982;"High";"Sup"
"0101020500-C";"PO4_summer";"2017-2019";"DIN100pc";3.2058197259903;"S3";21.4814767837524;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.833620602743966;"High";"Sup"
"0101020601-C";"PO4_summer";"2017-2019";"DIN100pc";2.90828847885132;"S2";22.4822130203247;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.867624173845564;"High";"Sup"
"0101020701-5-C";"PO4_summer";"2017-2019";"DIN100pc";2.54268012046814;"S3";21.6048976898193;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.909407986232213;"High";"Sup"
"0101020702-2-C";"PO4_summer";"2017-2019";"DIN100pc";2.50449466705322;"S3";22.3713912963867;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.91377203805106;"High";"Sup"
"0101020801-C";"PO4_summer";"2017-2019";"DIN100pc";2.54656298955282;"S5";22.392344156901;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.908964229765392;"High";"Sup"
"0101020802-C";"PO4_summer";"2017-2019";"DIN100pc";2.78183495998383;"S3";19.8220729827881;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.882076004573277;"High";"Sup"
"0101020900-C";"PO4_summer";"2017-2019";"DIN100pc";2.83964335918427;"S3";22.6121215820312;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.875469330378941;"High";"Sup"
"0101021000-2-C";"PO4_summer";"2017-2019";"DIN100pc";2.56762471795082;"S3";20.9340257644653;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.906557175091335;"High";"Sup"
"0101030102-2-C";"PO4_summer";"2017-2019";"DIN100pc";2.57159638404846;"S2";20.4080816904704;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.906103270394462;"High";"Sup"
"0101030200-C";"PO4_summer";"2017-2019";"DIN100pc";3.84140610694885;"S3";12.9558982849121;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.51442382099864;2.9179882636437;5.64197261516864;12.701933493981;38.7477730971116;118.438637528053;0.732200943607609;"Good";"Sup"
"0101030400-C";"PO4_summer";"2017-2019";"DIN100pc";3.74515644709269;"S2";15.9988009134928;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.65653740530049;3.26909241309533;6.46121563055576;14.6915236742069;45.5357866531763;141.24870377076;0.770172577838264;"Good";"Sup"
"0101040100-C";"PO4_summer";"2017-2019";"DIN100pc";2.6798141002655;"S3";21.7547855377197;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.893735531398228;"High";"Sup"
"0101040300-3-C";"PO4_summer";"2017-2019";"DIN100pc";3.21079230308533;"S2";22.9239540100098;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.83305230821882;"High";"Sup"
"0101000030-1-C";"PO4_winter";"2017-2019";"DIN100pc";17.9573025504748;"S1";26.6819048325221;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.693621459985391;"Good";"Sup"
"0101000030-2-C";"PO4_winter";"2017-2019";"DIN100pc";15.476753393809;"S1";25.6407607396444;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.769946049421262;"Good";"Sup"
"0101000031-C";"PO4_winter";"2017-2019";"DIN100pc";14.2289175457425;"S1";21.4721761279636;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.812080066927127;"High";"Sup"
"0101000032-3-C";"PO4_winter";"2017-2019";"DIN100pc";17.5154834747314;"S1";28.1673568725586;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.707215893085186;"Good";"Sup"
"0101000032-4-C";"PO4_winter";"2017-2019";"DIN100pc";18.2256534099579;"S1";27.3023282686869;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.685364510462834;"Good";"Sup"
"0101010301-C";"PO4_winter";"2017-2019";"DIN100pc";16.3652019500732;"S3";28.0743865966797;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.742609170766977;"Good";"Sup"
"0101010401-C";"PO4_winter";"2017-2019";"DIN100pc";18.1539478302002;"S3";25.6081357683454;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.68757083599384;"Good";"Sup"
"0101010405-C";"PO4_winter";"2017-2019";"DIN100pc";18.5338249206543;"S5";25.9036944707235;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.675882310133714;"Good";"Sup"
"0101010406-C";"PO4_winter";"2017-2019";"DIN100pc";17.8008375167847;"S3";26.4971237182617;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.698435768714318;"Good";"Sup"
"0101010408-C";"PO4_winter";"2017-2019";"DIN100pc";17.7073893547058;"S3";27.3294334411621;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.701311096778283;"Good";"Sup"
"0101010500-C";"PO4_winter";"2017-2019";"DIN100pc";15.0635442733765;"S1";25.8770866394043;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.782660176203801;"Good";"Sup"
"0101020101-1-C";"PO4_winter";"2017-2019";"DIN100pc";14.2962772369385;"S2";29.0606990814209;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.809078361855262;"High";"Sup"
"0101020101-2-C";"PO4_winter";"2017-2019";"DIN100pc";15.4607860777113;"S2";22.6346121893989;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.770437351455036;"Good";"Sup"
"0101020200-1-C";"PO4_winter";"2017-2019";"DIN100pc";12.7106168270111;"S2";29.2162094116211;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.879739090997913;"High";"Sup"
"0101020200-2-C";"PO4_winter";"2017-2019";"DIN100pc";13.24551820755;"S2";28.9006271362305;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.855902636904932;"High";"Sup"
"0101020300-2-C";"PO4_winter";"2017-2019";"DIN100pc";14.8777621587118;"S2";29.4240471522013;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.788376548962715;"Good";"Sup"
"0101020500-C";"PO4_winter";"2017-2019";"DIN100pc";16.4920425415039;"S3";29.6599836349487;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.738706383338341;"Good";"Sup"
"0101020601-C";"PO4_winter";"2017-2019";"DIN100pc";13.2755649089813;"S2";28.689670085907;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.854563685753617;"High";"Sup"
"0101020701-5-C";"PO4_winter";"2017-2019";"DIN100pc";14.0711879730225;"S3";29.2404670715332;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.81910886486266;"High";"Sup"
"0101020702-2-C";"PO4_winter";"2017-2019";"DIN100pc";14.2172765731812;"S3";29.6122341156006;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.81259881583702;"High";"Sup"
